published_at,comment_text,label,cleaned_text,normalized_comment,cleaned_text2,no_stopwords,stemmed_text,no_stopwords2,tokenize_text
2025-05-06 07:24:25,Anggota DPR pekok,2,anggota dpr pekok,anggota dewan perwakilan rakyat umpatan,anggota dewan perwakilan rakyat umpatan,anggota dewan perwakilan rakyat umpatan,anggota dewan wakil rakyat umpat,,[]
2025-05-06 04:25:56,The best dedi mulyadi maju terud❤❤❤❤❤❤❤❤❤,1,the best dedi mulyadi maju terud,the best dedi mulyadi maju terud,the best dedi mulyadi maju terud,the best maju terud,the best maju terud,the best maju terud,"['the', 'best', 'maju', 'terud']"
2025-05-06 04:18:23,Ini di didik bu   ortunya aja senang kok orangain ngga senang konyol,2,ini di didik bu ortunya aja senang kok orangain ngga senang konyol,ini di didik bu ortunya saja senang kok orangain tidak senang konyol,ini di didik bu ortunya saja senang kok orangain tidak senang konyol,didik ortunya senang orangain senang konyol,didik ortunya senang orangain senang konyol,ortunya senang orangain senang konyol,"['ortunya', 'senang', 'orangain', 'senang', 'konyol']"
2025-05-06 02:40:59,😂😂😂😂 nggak setujuuuu nentaaang sambil nangiiiis tapi nggak pecus nangani kenalan pelajar ...... udah biarin aja dedi mulyadi cuekin aja .,1,nggak setujuuuu nentaaang sambil nangiiiis tapi nggak pecus nangani kenalan pelajar udah biarin aja dedi mulyadi cuekin aja,tidak setujuuuu nentaaang sambil nangiiiis tapi tidak pecus nangani kenalan pelajar sudah biarin saja dedi mulyadi cuekin saja,tidak setujuuuu nentaaang sambil nangiiiis tapi tidak pecus nangani kenalan pelajar sudah biarin saja dedi mulyadi cuekin saja,setujuuuu nentaaang nangiiiis pecus nangani kenalan biarin cuekin,setujuuuu nentaaang nangiiiis cus nangani kenal biarin cuekin,setujuuuu nentaaang nangiiiis cus nangani kenal biarin cuekin,"['setujuuuu', 'nentaaang', 'nangiiiis', 'cus', 'nangani', 'kenal', 'biarin', 'cuekin']"
2025-05-06 01:54:25,Bu Retno dari kpai gak liat dan gak mikir sdh gak mau krj nyrocos aja krjanya ada gub membantu meringankan masalah tambah di kritik jls gak mikir retno iku,2,bu retno dari kpai gak liat dan gak mikir sdh gak mau krj nyrocos aja krjanya ada gub membantu meringankan masalah tambah di kritik jls gak mikir retno iku,bu retno dari komisi perlindungan anak indonesia tidak lihat dan tidak mikir sudah tidak mau krj nyrocos saja krjanya ada gubernur membantu meringankan masalah tambah di kritik jls tidak mikir retno ikut,bu retno dari komisi perlindungan anak indonesia tidak lihat dan tidak mikir sudah tidak mau krj nyrocos saja krjanya ada gubernur membantu meringankan masalah tambah di kritik jls tidak mikir retno ikut,retno komisi perlindungan mikir krj nyrocos krjanya membantu meringankan kritik jls mikir retno,retno komisi lindung mikir krj nyrocos krjanya bantu ringan kritik jls mikir retno,retno mikir krj nyrocos krjanya ringan kritik jls mikir retno,"['retno', 'mikir', 'krj', 'nyrocos', 'krjanya', 'ringan', 'kritik', 'jls', 'mikir', 'retno']"
2025-05-06 01:45:10,Yang mau nangis.. Silakan nangis aja bu.,2,yang mau nangis silakan nangis aja bu,yang mau menangis silakan menangis saja bu,yang mau menangis silakan menangis saja bu,menangis silakan menangis,menang sila menang,menang menang,"['menang', 'menang']"
2025-05-06 01:07:53,"Jangan angsal komen bu, lihat ke lokasi. Mereka gembira bu.",2,jangan angsal komen bu lihat ke lokasi mereka gembira bu,jangan angsal komen bu lihat kah lokasi mereka gembira bu,jangan angsal komen bu lihat kah lokasi mereka gembira bu,angsal komen lokasi gembira,angsal komen lokasi gembira,angsal komen lokasi gembira,"['angsal', 'komen', 'lokasi', 'gembira']"
2025-05-06 00:13:26,Anak yg nakal yg dikirim ke Barak Militer itu tidak pandang Bulu berlaku bagi anak dari kalangan pejabat tinggi sampai dari kalangan Rakyat kecil......yg nakal,2,anak yg nakal yg dikirim ke barak militer itu tidak pandang bulu berlaku bagi anak dari kalangan pejabat tinggi sampai dari kalangan rakyat kecilyg nakal,anak yang nakal yang dikirim kah barak militer itu tidak pandang bulu berlaku bagi anak dari kalangan pejabat tinggi sampai dari kalangan rakyat kecilyg nakal,anak yang nakal yang dikirim kah barak militer itu tidak pandang bulu berlaku bagi anak dari kalangan pejabat tinggi sampai dari kalangan rakyat kecilyg nakal,dikirim pandang bulu berlaku kalangan pejabat kalangan rakyat kecilyg,kirim pandang bulu laku kalang jabat kalang rakyat kecilyg,pandang bulu laku kalang kalang kecilyg,"['pandang', 'bulu', 'laku', 'kalang', 'kalang', 'kecilyg']"
2025-05-06 00:08:39,"Bu hesti asli nya orang mn,...urus aja bu daerah mu bu..,jngn sok sok an bijak perihatin,..berarti ibu menggap TNI itu jahat ,klo ibu ini menganggap ini diskriminasi...ayo bpk..panglima ,ini pendapat bu hesti. .katanya diskriminasi.., jngn tolol buu...,",2,bu hesti asli nya orang mnurus aja bu daerah mu bujngn sok sok an bijak perihatinberarti ibu menggap tni itu jahat klo ibu ini menganggap ini diskriminasiayo bpkpanglima ini pendapat bu hesti katanya diskriminasi jngn tolol buu,bu hesti asli nya orang mnurus saja bu daerah mu bujngn silakan silakan an bijak perihatinberarti ibu menggap tentara nasional indonesia itu jahat kalau ibu ini menganggap ini diskriminasiayo bpkpanglima ini pendapat bu hesti katanya diskriminasi jngn tolol buu,bu hesti asli nya orang mnurus saja bu daerah mu bujngn silakan silakan an bijak perihatinberarti ibu menggap tentara nasional indonesia itu jahat kalau ibu ini menganggap ini diskriminasiayo bpkpanglima ini pendapat bu hesti katanya diskriminasi jngn tolol buu,hesti asli mnurus daerah mu bujngn silakan silakan an bijak perihatinberarti menggap tentara nasional jahat menganggap diskriminasiayo bpkpanglima pendapat hesti diskriminasi jngn tolol buu,hesti asli mnurus daerah mu bujngn sila sila an bijak perihatinberarti gap tentara nasional jahat anggap diskriminasiayo bpkpanglima dapat hesti diskriminasi jngn tolol buu,hesti asli mnurus bujngn an bijak perihatinberarti gap jahat anggap diskriminasiayo bpkpanglima hesti diskriminasi jngn tolol buu,"['hesti', 'asli', 'mnurus', 'bujngn', 'an', 'bijak', 'perihatinberarti', 'gap', 'jahat', 'anggap', 'diskriminasiayo', 'bpkpanglima', 'hesti', 'diskriminasi', 'jngn', 'tolol', 'buu']"
2025-05-05 23:57:48,Ya harus nangis ibu krn ibu nggk bisa ngatasin klitih anak2 di jogja,2,ya harus nangis ibu krn ibu nggk bisa ngatasin klitih anak di jogja,iya harus menangis ibu karena ibu nggk bisa ngatasin ini anak di jogja,iya harus menangis ibu karena ibu nggk bisa ngatasin ini anak di jogja,menangis nggk ngatasin jogja,menang nggk ngatasin jogja,menang nggk ngatasin jogja,"['menang', 'nggk', 'ngatasin', 'jogja']"
2025-05-05 23:41:13,Gk usah ngurusin pamerintahan propinsi orang klo bisa dibenahi juga propinsii nya sendri,2,gk usah ngurusin pamerintahan propinsi orang klo bisa dibenahi juga propinsii nya sendri,tidak perlu ngurusin pamerintahan provinsi orang kalau bisa dibenahi juga propinsii nya sendri,tidak perlu ngurusin pamerintahan provinsi orang kalau bisa dibenahi juga propinsii nya sendri,ngurusin pamerintahan provinsi dibenahi propinsii sendri,ngurusin pamerintahan provinsi benah propinsi sendri,ngurusin pamerintahan provinsi benah propinsi sendri,"['ngurusin', 'pamerintahan', 'provinsi', 'benah', 'propinsi', 'sendri']"
2025-05-05 23:35:25,Itu ibu hesti yg dari DPR apa cukup dg nangis mslh jadi selesai..kalau kalian di DPR bisa mengatasi turun lgsg selesaikan kasus kenakalsn anak kalau gak bisa jgn byk ngebacot bikin provokasi gak perlu congor tp tindakan utk menyelesaikan kanakalan remaja,2,itu ibu hesti yg dari dpr apa cukup dg nangis mslh jadi selesaikalau kalian di dpr bisa mengatasi turun lgsg selesaikan kasus kenakalsn anak kalau gak bisa jgn byk ngebacot bikin provokasi gak perlu congor tp tindakan utk menyelesaikan kanakalan remaja,itu ibu hesti yang dari dewan perwakilan rakyat apa cukup dengan menangis masalah jadi selesaikalau kalian di dewan perwakilan rakyat bisa mengatasi turun langsung selesaikan kasus kenakalsn anak kalau tidak bisa jangan banyak ngebacot bikin provokasi tidak perlu omongan tapi tindakan untuk menyelesaikan kanakalan remaja,itu ibu hesti yang dari dewan perwakilan rakyat apa cukup dengan menangis masalah jadi selesaikalau kalian di dewan perwakilan rakyat bisa mengatasi turun langsung selesaikan kasus kenakalsn anak kalau tidak bisa jangan banyak ngebacot bikin provokasi tidak perlu omongan tapi tindakan untuk menyelesaikan kanakalan remaja,hesti dewan perwakilan rakyat menangis selesaikalau dewan perwakilan rakyat mengatasi langsung selesaikan kenakalsn ngebacot bikin provokasi omongan tindakan menyelesaikan kanakalan remaja,hesti dewan wakil rakyat menang selesaikalau dewan wakil rakyat atas langsung selesai kenakalsn ngebacot bikin provokasi omong tindak selesai kanakalan remaja,hesti menang selesaikalau selesai kenakalsn ngebacot provokasi tindak selesai kanakalan,"['hesti', 'menang', 'selesaikalau', 'selesai', 'kenakalsn', 'ngebacot', 'provokasi', 'tindak', 'selesai', 'kanakalan']"
2025-05-05 23:30:39,Diskriminasi ndasmu iku !,2,diskriminasi ndasmu iku,diskriminasi ndasmu ikut,diskriminasi ndasmu ikut,diskriminasi ndasmu,diskriminasi ndasmu,diskriminasi ndasmu,"['diskriminasi', 'ndasmu']"
2025-05-05 23:12:58,Malunya si ibu...,2,malunya si ibu,malunya si ibu,malunya si ibu,malunya si,malu si,,[]
2025-05-05 23:12:34,Bu Hesti MUNA😂😂😂😂😂😂😂,2,bu hesti muna,bu hesti munafik,bu hesti munafik,hesti munafik,hesti munafik,hesti munafik,"['hesti', 'munafik']"
2025-05-05 23:03:22,Kalau bisa jangan bisa komentar.turun kejln ruwet ini orang,2,kalau bisa jangan bisa komentarturun kejln ruwet ini orang,kalau bisa jangan bisa komentarturun kejln ruwet ini orang,kalau bisa jangan bisa komentarturun kejln ruwet ini orang,komentarturun kejln ruwet,komentarturun kejln ruwet,komentarturun kejln ruwet,"['komentarturun', 'kejln', 'ruwet']"
2025-05-05 18:45:30,Kebanyakan gaya akting pura2 nangis lebay.. rakyat sudh tau dan cerdas apa kerjanya orng2 dpr,2,kebanyakan gaya akting pura nangis lebay rakyat sudh tau dan cerdas apa kerjanya orng dpr,kebanyakan gaya akting pura menangis berlebihan rakyat sudh tahu dan cerdas apa kerjanya orng dewan perwakilan rakyat,kebanyakan gaya akting pura menangis berlebihan rakyat sudh tahu dan cerdas apa kerjanya orng dewan perwakilan rakyat,kebanyakan gaya akting pura menangis rakyat sudh cerdas kerjanya orng dewan perwakilan rakyat,banyak gaya akting pura menang rakyat sudh cerdas kerja orng dewan wakil rakyat,gaya akting pura menang sudh cerdas orng,"['gaya', 'akting', 'pura', 'menang', 'sudh', 'cerdas', 'orng']"
2025-05-05 18:26:27,Ibu ini menangis karna ga bisa kerja contoh ada anak di Jawa tengah  adiknya pingin jajan abangnya sampai di arak ke Liling kampung apa di di perbuat ibu ini ngomong kaya orang berak aja,2,ibu ini menangis karna ga bisa kerja contoh ada anak di jawa tengah adiknya pingin jajan abangnya sampai di arak ke liling kampung apa di di perbuat ibu ini ngomong kaya orang berak aja,ibu ini menangis karena tidak bisa kerja contoh ada anak di jawa tengah adiknya ingin jajan abangnya sampai di arak kah liling kampung apa di di perbuat ibu ini bicara kaya orang berak saja,ibu ini menangis karena tidak bisa kerja contoh ada anak di jawa tengah adiknya ingin jajan abangnya sampai di arak kah liling kampung apa di di perbuat ibu ini bicara kaya orang berak saja,menangis contoh adiknya jajan abangnya arak liling kampung perbuat bicara kaya berak,menang contoh adik jajan abang arak liling kampung buat bicara kaya berak,menang jajan abang arak liling kampung berak,"['menang', 'jajan', 'abang', 'arak', 'liling', 'kampung', 'berak']"
2025-05-05 18:25:01,Anggota DPR pengen nangis karena nggak bisa berkarya kalah saing oleh dedi mulyadi. Dia nangis karena malu 🤪🤪🤪😭😭😭,1,anggota dpr pengen nangis karena nggak bisa berkarya kalah saing oleh dedi mulyadi dia nangis karena malu,anggota dewan perwakilan rakyat ingin menangis karena tidak bisa berkarya kalah saing oleh dedi mulyadi dia menangis karena malu,anggota dewan perwakilan rakyat ingin menangis karena tidak bisa berkarya kalah saing oleh dedi mulyadi dia menangis karena malu,anggota dewan perwakilan rakyat menangis berkarya kalah saing menangis malu,anggota dewan wakil rakyat menang karya kalah saing menang malu,menang karya kalah saing menang,"['menang', 'karya', 'kalah', 'saing', 'menang']"
2025-05-05 18:24:57,Asbun...gk punya data lapangan....,2,asbungk punya data lapangan,asbungk punya data lapangan,asbungk punya data lapangan,asbungk data lapangan,asbungk data lapang,asbungk data lapang,"['asbungk', 'data', 'lapang']"
2025-05-05 18:07:35,Nangislah kian bik.ayik mate bawang.,2,nangislah kian bikayik mate bawang,nangislah kian bikayik mate bawang,nangislah kian bikayik mate bawang,nangislah kian bikayik mate bawang,nang kian bikayik mate bawang,nang kian bikayik mate bawang,"['nang', 'kian', 'bikayik', 'mate', 'bawang']"
2025-05-05 17:51:02,Ibu ini sok sedih padahal pansos sama bapak aing. Urus keluarga ibu saja,2,ibu ini sok sedih padahal pansos sama bapak aing urus keluarga ibu saja,ibu ini silakan sedih padahal pansos sama bapak saya urus keluarga ibu saja,ibu ini silakan sedih padahal pansos sama bapak saya urus keluarga ibu saja,silakan sedih pansos urus keluarga,sila sedih pansos urus keluarga,sedih pansos,"['sedih', 'pansos']"
2025-05-05 16:38:50,"Cari panggung ya bu 😭😭😭🤣🤣 menangis saja bu tidak ada yg larang kan hanya rasanya dedi mulyadi mau mendidik anak anak khusus nya propinsi Jawa Barat, takut kehilangan lahan bu selama ini kemana😂😂😂😂😂 Kendari hadir NKRI harga mati",1,cari panggung ya bu menangis saja bu tidak ada yg larang kan hanya rasanya dedi mulyadi mau mendidik anak anak khusus nya propinsi jawa barat takut kehilangan lahan bu selama ini kemana kendari hadir nkri harga mati,cari panggung iya bu menangis saja bu tidak ada yang larang akan hanya rasanya dedi mulyadi mau mendidik anak anak khusus nya provinsi jawa barat takut kehilangan lahan bu selama ini kemana kendari hadir negara kesatuan republik indonesia harga mati,cari panggung iya bu menangis saja bu tidak ada yang larang akan hanya rasanya dedi mulyadi mau mendidik anak anak khusus nya provinsi jawa barat takut kehilangan lahan bu selama ini kemana kendari hadir negara kesatuan republik indonesia harga mati,cari panggung menangis larang mendidik khusus provinsi takut kehilangan lahan kemana kendari hadir kesatuan republik harga mati,cari panggung menang larang didik khusus provinsi takut hilang lahan mana kendari hadir satu republik harga mati,panggung menang larang khusus provinsi takut hilang lahan kendari hadir harga mati,"['panggung', 'menang', 'larang', 'khusus', 'provinsi', 'takut', 'hilang', 'lahan', 'kendari', 'hadir', 'harga', 'mati']"
2025-05-05 16:22:20,"SI esty ini mbacot negatif sama kebijakan dedi mulyadi krn beda  bendera politik meski dia tak bisa memberikan solusi thd permasalahan masy jabar ...anak2 bermasalah dididik utk menjadi lbh baik atas izin ortunya, dimasukan pd institusi resmi yg berkompeten pd hal kedisiplinan, kemandirian, penghormatan pd guru dan orangtua, sadar sbg warga negara dan warga masy kok dipersepsi negatif...emang dia bisa apa dng kasus2 kekerasan dan kenakalan remaja di jabar yg bnyk menimbulkan keresahan masy serta menimbulkan korban jiwa...orang dewan mah bisanya hanya omdo, bernarasi, berasumsi, persepsi tp tdk jeli melihat fakta2 di lap dan tidak ada solusi cepat dan jitu dlm menangani persoalan...prinsipnya ya hanya jago mbacot doang...mending kalo bermutu, la ini bau sampah busuk..😮",1,si esty ini mbacot negatif sama kebijakan dedi mulyadi krn beda bendera politik meski dia tak bisa memberikan solusi thd permasalahan masy jabar anak bermasalah dididik utk menjadi lbh baik atas izin ortunya dimasukan pd institusi resmi yg berkompeten pd hal kedisiplinan kemandirian penghormatan pd guru dan orangtua sadar sbg warga negara dan warga masy kok dipersepsi negatifemang dia bisa apa dng kasus kekerasan dan kenakalan remaja di jabar yg bnyk menimbulkan keresahan masy serta menimbulkan korban jiwaorang dewan mah bisanya hanya omdo bernarasi berasumsi persepsi tp tdk jeli melihat fakta di lap dan tidak ada solusi cepat dan jitu dlm menangani persoalanprinsipnya ya hanya jago mbacot doangmending kalo bermutu la ini bau sampah busuk,si esty ini mbacot negatif sama kebijakan dedi mulyadi karena beda bendera politik meski dia tidak bisa memberikan solusi terhadap permasalahan masyarakat jawa barat anak bermasalah dididik untuk menjadi lebih baik atas izin ortunya dimasukan pada institusi resmi yang berkompeten pada hal kedisiplinan kemandirian penghormatan pada guru dan orangtua sadar sebagai warga negara dan warga masyarakat kok dipersepsi negatifemang dia bisa apa dng kasus kekerasan dan kenakalan remaja di jawa barat yang banyak menimbulkan keresahan masyarakat serta menimbulkan korban jiwaorang dewan mah bisanya hanya banyak bicara bernarasi berasumsi persepsi tapi tidak teliti melihat fakta di lap dan tidak ada solusi cepat dan bagus : dalam menangani persoalanprinsipnya iya hanya jago mbacot doangmending kalau bermutu lah ini bau sampah busuk,si esty ini mbacot negatif sama kebijakan dedi mulyadi karena beda bendera politik meski dia tidak bisa memberikan solusi terhadap permasalahan masyarakat jawa barat anak bermasalah dididik untuk menjadi lebih baik atas izin ortunya dimasukan pada institusi resmi yang berkompeten pada hal kedisiplinan kemandirian penghormatan pada guru dan orangtua sadar sebagai warga negara dan warga masyarakat kok dipersepsi negatifemang dia bisa apa dng kasus kekerasan dan kenakalan remaja di jawa barat yang banyak menimbulkan keresahan masyarakat serta menimbulkan korban jiwaorang dewan mah bisanya hanya banyak bicara bernarasi berasumsi persepsi tapi tidak teliti melihat fakta di lap dan tidak ada solusi cepat dan bagus dalam menangani persoalanprinsipnya iya hanya jago mbacot doangmending kalau bermutu lah ini bau sampah busuk,si esty mbacot negatif kebijakan beda bendera politik solusi permasalahan masyarakat bermasalah dididik izin ortunya dimasukan institusi resmi berkompeten kedisiplinan kemandirian penghormatan guru orangtua sadar warga warga masyarakat dipersepsi negatifemang dng kekerasan kenakalan remaja menimbulkan keresahan masyarakat menimbulkan korban jiwaorang dewan bisanya bicara bernarasi berasumsi persepsi teliti fakta lap solusi cepat bagus menangani persoalanprinsipnya jago mbacot doangmending bermutu bau sampah busuk,si esty mbacot negatif bijak beda bendera politik solusi masalah masyarakat masalah didik izin ortunya masuk institusi resmi kompeten disiplin mandiri hormat guru orangtua sadar warga warga masyarakat persepsi negatifemang dng keras nakal remaja timbul resah masyarakat timbul korban jiwaorang dewan bisa bicara narasi asumsi persepsi teliti fakta lap solusi cepat bagus tangan persoalanprinsipnya jago mbacot doangmending mutu bau sampah busuk,esty mbacot negatif bijak bendera politik izin ortunya institusi resmi kompeten mandiri guru orangtua sadar persepsi negatifemang dng keras timbul resah timbul korban jiwaorang narasi asumsi persepsi teliti fakta lap cepat bagus tangan persoalanprinsipnya jago mbacot doangmending mutu bau sampah busuk,"['esty', 'mbacot', 'negatif', 'bijak', 'bendera', 'politik', 'izin', 'ortunya', 'institusi', 'resmi', 'kompeten', 'mandiri', 'guru', 'orangtua', 'sadar', 'persepsi', 'negatifemang', 'dng', 'keras', 'timbul', 'resah', 'timbul', 'korban', 'jiwaorang', 'narasi', 'asumsi', 'persepsi', 'teliti', 'fakta', 'lap', 'cepat', 'bagus', 'tangan', 'persoalanprinsipnya', 'jago', 'mbacot', 'doangmending', 'mutu', 'bau', 'sampah', 'busuk']"
